date,nav
2023-01-11,1.4813791477853389
2023-01-12,1.4829477373765771
2023-01-13,1.496667910250405
2023-01-16,1.5032752757356918
2023-01-17,1.5002201621330091
2023-01-18,1.5007222149299735
2023-01-19,1.5041364805342485
2023-01-20,1.520841027152845
2023-01-30,1.5131324754687108
2023-01-31,1.5023591763273254
2023-02-01,1.50909873277672
2023-02-02,1.508947278836128
2023-02-03,1.4953916954904711
2023-02-06,1.482865602542904
2023-02-07,1.487397401034981
2023-02-08,1.480511328539424
2023-02-09,1.4995926093022323
2023-02-10,1.4946806362283132
2023-02-13,1.5091922342829898
2023-02-14,1.5100433439946574
2023-02-15,1.497559994601879
2023-02-16,1.4937308021462357
2023-02-17,1.4781202155084332
2023-02-20,1.5102252612369538
2023-02-21,1.514504409268156
2023-02-22,1.5042024902205482
2023-02-23,1.5047553944825125
2023-02-24,1.4945141554378076
2023-02-27,1.49608346420495
2023-02-28,1.502635271287689
2023-03-01,1.5173562197181185
2023-03-02,1.510619470643203
2023-03-03,1.5140521713482886
2023-03-06,1.5214005670744004
2023-03-07,1.503631559568186
2023-03-08,1.500971542099837
2023-03-09,1.5015507454559112
2023-03-10,1.4806975022849123
2023-03-13,1.5067390793177071
2023-03-14,1.4904916409805447
2023-03-15,1.483639593743101
2023-03-16,1.4568041908917475
2023-03-17,1.4623433408207196
2023-03-20,1.4501563200501217
2023-03-21,1.4618582030469132
2023-03-22,1.4639196136903905
2023-03-23,1.4754942998646936
2023-03-24,1.475211394033289
2023-03-27,1.483511112451388
2023-03-28,1.4854904643134266
2023-03-29,1.4858652938985641
2023-03-30,1.4948641034054937
2023-03-31,1.5024495944322143
2023-04-03,1.5210902525631893
2023-04-04,1.5392124883988878
2023-04-06,1.527116803929524
2023-04-07,1.5299466250030316
2023-04-10,1.5232925122011685
2023-04-11,1.5182138752745262
2023-04-12,1.5303542349839963
2023-04-13,1.5164787754518811
2023-04-14,1.5224074940923253
2023-04-17,1.5496336354472666
2023-04-18,1.5637103359906044
2023-04-19,1.5493844976057298
2023-04-20,1.552247552675402
2023-04-21,1.5247780158431905
2023-04-24,1.5142645205126435
2023-04-25,1.5131578491986448
2023-04-26,1.497630634531461
2023-04-27,1.5084206102890705
2023-04-28,1.5246342873756666
2023-05-04,1.5178336055467248
2023-05-05,1.5080304170898766
2023-05-08,1.5277840924240338
2023-05-09,1.5119536680463568
2023-05-10,1.4952864103694699
2023-05-11,1.488053217519388
2023-05-12,1.467843330868254
2023-05-15,1.4895757934944631
2023-05-16,1.4771288272319218
2023-05-17,1.4720076546343794
2023-05-18,1.4853244743955705
2023-05-19,1.4826297541786793
2023-05-22,1.4946576003714314
2023-05-23,1.4673995668529558
2023-05-24,1.4432745534357991
2023-05-25,1.4425531071986422
2023-05-26,1.4427381988730612
2023-05-29,1.4391261273111777
2023-05-30,1.4478741608934977
2023-05-31,1.4419997425088753
2023-06-01,1.4528150317554442
2023-06-02,1.4577692052775386
2023-06-05,1.4579617083260101
2023-06-06,1.4380570346972987
2023-06-07,1.4312794286443216
2023-06-08,1.4401979269334708
2023-06-09,1.4620073795914832
2023-06-12,1.4633884016600416
2023-06-13,1.4788815722263133
2023-06-14,1.4897303258325756
2023-06-15,1.4925782543454627
2023-06-16,1.5220844767818782
2023-06-19,1.5320790356773375
2023-06-20,1.5370794532804162
2023-06-21,1.502150455780061
2023-06-26,1.4664236300095417
2023-06-27,1.490144488972072
2023-06-28,1.4775244817281026
2023-06-29,1.4792777550707887
2023-06-30,1.4853102389489579
2023-07-03,1.4959843860943949
2023-07-04,1.4942208403034831
2023-07-05,1.4813908258901258
2023-07-06,1.475167825636219
2023-07-07,1.4691297598783981
2023-07-10,1.4660323647096827
2023-07-11,1.4752326449808486
2023-07-12,1.447477685672503
2023-07-13,1.472292622045617
2023-07-14,1.4939827217367305
2023-07-17,1.491676014634601
2023-07-18,1.4800151918000743
2023-07-19,1.4780720037137036
2023-07-20,1.4494064841513472
2023-07-21,1.4436429794506953
2023-07-24,1.4509526111816993
2023-07-25,1.4793566030864134
2023-07-26,1.4657565040873966
2023-07-27,1.4571181307128251
2023-07-28,1.4880487000448925
2023-07-31,1.4913059441623946
2023-08-01,1.4923666874294572
2023-08-02,1.4798031920979722
2023-08-03,1.4881820280376366
2023-08-04,1.5020839486925286
2023-08-07,1.4882651567047978
2023-08-08,1.4828652134156215
2023-08-09,1.4678133716276855
2023-08-10,1.4735127414561477
2023-08-11,1.4402953070275968
2023-08-14,1.4474575340579467
2023-08-15,1.446313649522395
2023-08-16,1.4247151848042197
2023-08-17,1.4300708824503139
2023-08-18,1.4067286791870421
2023-08-21,1.3934398851396823
2023-08-22,1.4233366554020659
2023-08-23,1.3928875716869564
2023-08-24,1.3902522545479268
2023-08-25,1.3711736583997078
2023-08-28,1.3894562594775561
2023-08-29,1.4068508636783055
2023-08-30,1.4114048975700502
2023-08-31,1.404581617669177
2023-09-01,1.4140293334935954
2023-09-04,1.437304566943283
2023-09-05,1.4165753387298232
2023-09-06,1.411788920965037
2023-09-07,1.3940195818086207
2023-09-08,1.390485217824982
2023-09-11,1.4064084794534282
2023-09-12,1.39934497845568
2023-09-13,1.3861343024967563
2023-09-14,1.3884984569294343
2023-09-15,1.3761560966756312
2023-09-18,1.3745046162207393
2023-09-19,1.3738944099631105
2023-09-20,1.3704055970120128
2023-09-21,1.3654651645510578
2023-09-22,1.3951920747459805
2023-09-25,1.3794282649240341
2023-09-26,1.381794900980592
2023-09-27,1.3798049931231955
2023-09-28,1.3755339155198438
2023-10-09,1.3760877717980882
2023-10-10,1.3572306860451773
2023-10-11,1.3637223109890075
2023-10-12,1.3730323940020208
2023-10-13,1.3573741054043003
2023-10-16,1.35118145112984
2023-10-17,1.3632393259761282
2023-10-18,1.3464306537259985
2023-10-19,1.3247416875253972
2023-10-20,1.3055684227338935
2023-10-23,1.2877361800476386
2023-10-24,1.2895813585625273
2023-10-25,1.2920772387120418
2023-10-26,1.2962966103852462
2023-10-27,1.302441500023011
2023-10-30,1.3061142150758156
2023-10-31,1.3035288436060493
2023-11-01,1.2990139334828712
2023-11-02,1.2931594302209493
2023-11-03,1.3026357421107135
2023-11-06,1.3159782733454712
2023-11-07,1.3165111289158127
2023-11-08,1.313799899138492
2023-11-09,1.3166307249765103
2023-11-10,1.3062622551497076
2023-11-13,1.3120621358391522
2023-11-14,1.3126100782614565
2023-11-15,1.319773606936443
2023-11-16,1.3078780332317423
2023-11-17,1.3077204557642241
2023-11-20,1.3104663011269382
2023-11-21,1.309354200784615
2023-11-22,1.2975513249559318
2023-11-23,1.3059633138909439
2023-11-24,1.2930675708353017
2023-11-27,1.2862255556022926
2023-11-28,1.2874004355979258
2023-11-29,1.2774571238581445
2023-11-30,1.2814250464702162
2023-12-01,1.2854405158765048
2023-12-04,1.2855143704403893
2023-12-05,1.2613197555342217
2023-12-06,1.256514989121376
2023-12-07,1.259772084983259
2023-12-08,1.2726099190934304
2023-12-11,1.2815269502199982
2023-12-12,1.2883331455833507
2023-12-13,1.274460555806626
2023-12-14,1.266757242117683
2023-12-15,1.2577326316885455
2023-12-18,1.2568209553442755
2023-12-19,1.2604707394443206
2023-12-20,1.245644979102729
2023-12-21,1.2503456270390563
2023-12-22,1.2455527669807467
2023-12-25,1.2515015237380782
2023-12-26,1.2414422652263994
2023-12-27,1.251189644403077
2023-12-28,1.2642433294467934
2023-12-29,1.2715147140548675
2024-01-02,1.260405830478357
2024-01-03,1.2595119926332223
2024-01-04,1.252644160903801
2024-01-05,1.2441447981010574
2024-01-08,1.2284669146135874
2024-01-09,1.2245556429601752
2024-01-10,1.2125081457875615
2024-01-11,1.2138085657447952
2024-01-12,1.2088962818145408
2024-01-15,1.2105082724883212
2024-01-16,1.2136562370590582
2024-01-17,1.1906235182459493
2024-01-18,1.2003681873926255
2024-01-19,1.1989947136649357
2024-01-22,1.172825660840932
2024-01-23,1.1823345094184823
2024-01-24,1.2057866919290365
2024-01-25,1.2418391476323105
2024-01-26,1.24017167255392
2024-01-29,1.2329234295478761
2024-01-30,1.2132519682141674
2024-01-31,1.199323678477518
2024-02-01,1.2036459001720772
2024-02-02,1.1946179579363623
2024-02-05,1.1948655881030004
2024-02-06,1.2301378687223559
2024-02-07,1.2329764921249153
2024-02-08,1.2401642047087236
2024-02-19,1.2932012598045755
2024-02-20,1.299209463637928
2024-02-21,1.2957539303490728
2024-02-22,1.3224689655260844
2024-02-23,1.3232245011548898
2024-02-26,1.309474486992002
2024-02-27,1.3381337632159616
2024-02-28,1.3182145605227957
2024-02-29,1.337751535021478
2024-03-01,1.3509505256249204
2024-03-04,1.366681650879828
2024-03-05,1.3819183192860047
2024-03-06,1.3783464993928054
2024-03-07,1.3789623166483154
2024-03-08,1.3915032679894068
2024-03-11,1.3846731899937934
2024-03-12,1.351582563212309
2024-03-13,1.3476272284364004
2024-03-14,1.3510334882761719
2024-03-15,1.356862266425008
2024-03-18,1.3709813358816865
2024-03-19,1.3587301291628373
2024-03-20,1.363502963045161
2024-03-21,1.363516164906427
2024-03-22,1.3590337825196441
2024-03-25,1.3565885510978857
2024-03-26,1.3518283643081062
2024-03-27,1.3430813226514604
2024-03-28,1.3502470221805172
2024-03-29,1.369218525539827
2024-04-01,1.3786916035683678
2024-04-02,1.3773608121864553
2024-04-03,1.3771108747252714
2024-04-08,1.383433940616457
2024-04-09,1.3738493073288858
2024-04-10,1.3727149958707572
2024-04-11,1.3758734842388218
2024-04-12,1.3773595314934222
2024-04-15,1.4057405569857395
2024-04-16,1.3918567690938481
2024-04-17,1.4145409623400595
2024-04-18,1.4147406638364675
2024-04-19,1.4109508997079536
2024-04-22,1.3865216694441755
2024-04-23,1.3672445073450494
2024-04-24,1.3824624768737475
2024-04-25,1.3816474964793815
2024-04-26,1.3983662362849316
2024-04-29,1.3960988667700565
2024-04-30,1.4017873010862512
2024-05-06,1.4076466152208513
2024-05-07,1.403636335361673
2024-05-08,1.4095553980672832
2024-05-09,1.4179408549678538
2024-05-10,1.4233304252383758
2024-05-13,1.4302531154873024
2024-05-14,1.4259062730984646
2024-05-15,1.4175853137524537
2024-05-16,1.4114421237432768
2024-05-17,1.416408169843799
2024-05-20,1.4300611810255244
2024-05-21,1.426426965849366
2024-05-22,1.4191510056335985
2024-05-23,1.4072447410516538
2024-05-24,1.40377320378271
2024-05-27,1.4276420813937416
2024-05-28,1.4229478135045643
2024-05-29,1.425360687987214
2024-05-30,1.41159443319471
2024-05-31,1.4048123578863032
2024-06-03,1.415548907744573
2024-06-04,1.423591547221461
2024-06-05,1.4131038209574107
2024-06-06,1.4286048343446078
2024-06-07,1.429517587931375
2024-06-11,1.4087570383423607
2024-06-12,1.4206075461299272
2024-06-13,1.417497503435999
2024-06-14,1.4225707681124076
2024-06-17,1.4106925305371798
2024-06-18,1.4208981605437165
2024-06-19,1.4192167961463158
2024-06-20,1.4225586250578708
2024-06-21,1.418317444063543
2024-06-24,1.4102472247930862
2024-06-25,1.409881970501635
2024-06-26,1.4130470273417775
2024-06-27,1.398287460568537
2024-06-28,1.420624705841121
2024-07-01,1.4427622413181644
2024-07-02,1.4361829137871072
2024-07-03,1.422425314943688
2024-07-04,1.4256701286106346
2024-07-05,1.4253916796681714
2024-07-08,1.4255408961620415
2024-07-09,1.449189597283608
2024-07-10,1.4418272454467096
2024-07-11,1.4600849756687837
2024-07-12,1.4514017674419253
2024-07-15,1.4613434961474792
2024-07-16,1.4676783422798834
2024-07-17,1.4434359716624092
2024-07-18,1.4519382031964942
2024-07-19,1.4430868443848064
2024-07-22,1.4265820292543632
2024-07-23,1.3958286662984927
2024-07-24,1.392593209350185
2024-07-25,1.369096878529016
2024-07-26,1.3814497624310538
2024-07-29,1.3844544164530457
2024-07-30,1.3615242911516072
2024-07-31,1.3710266298891847
2024-08-01,1.375788118377199
2024-08-02,1.3599175113508863
2024-08-05,1.3267867737905124
2024-08-06,1.327498734767015
2024-08-07,1.3370239050069803
2024-08-08,1.3313292402499879
2024-08-09,1.333336901233758
2024-08-12,1.3365685965035548
2024-08-13,1.3455179438823728
2024-08-14,1.3424323033810888
2024-08-15,1.3547561718366032
2024-08-16,1.3636208966799186
2024-08-19,1.3768722381303047
2024-08-20,1.3649128498384937
2024-08-21,1.3644146396456307
2024-08-22,1.3725415020954914
2024-08-23,1.3720582811766806
2024-08-26,1.3682477832861812
2024-08-27,1.365181028836402
2024-08-28,1.3592759635601728
2024-08-29,1.337165251507924
2024-08-30,1.332414020466773
2024-09-02,1.32763167457533
2024-09-03,1.3170061816167113
2024-09-04,1.3017140716414415
2024-09-05,1.2953555204914768
2024-09-06,1.2845673533713073
2024-09-09,1.2670330170245079
2024-09-10,1.2714075656792696
2024-09-11,1.2471922910290851
2024-09-12,1.2508656624869272
2024-09-13,1.255427219945669
2024-09-18,1.2667883584694901
2024-09-19,1.2725685510032874
2024-09-20,1.2782488209714038
2024-09-23,1.294068135802234
2024-09-24,1.3450243182683081
2024-09-25,1.3593985257555135
2024-09-26,1.3905115134937927
2024-09-27,1.4095484009103847
2024-09-30,1.5109894303945266
2024-10-08,1.5678751418492343
2024-10-09,1.4699233697420249
2024-10-10,1.509381250851803
2024-10-11,1.478442530316976
2024-10-14,1.5092314482552642
2024-10-15,1.4679712863180174
2024-10-16,1.4629832588873013
2024-10-17,1.4492302650960598
2024-10-18,1.4900992237560489
2024-10-21,1.4887936849143664
2024-10-22,1.498839856997432
2024-10-23,1.496528178596661
2024-10-24,1.4854629719548382
2024-10-25,1.4750399678519257
2024-10-28,1.4701229945158707
2024-10-29,1.4630261753180223
2024-10-30,1.452909786699384
2024-10-31,1.4434445584030005
2024-11-01,1.4515879266278513
2024-11-04,1.4614403526727764
2024-11-05,1.4819991862030721
2024-11-06,1.4669443789244918
2024-11-07,1.4917736980637215
2024-11-08,1.4753886784064913
2024-11-11,1.4704456581967589
2024-11-12,1.4524148493785434
2024-11-13,1.4694492843147082
2024-11-14,1.4512638441747663
2024-11-15,1.4357597247757068
2024-11-18,1.4340614500211148
2024-11-19,1.4432853445382336
2024-11-20,1.4418531546142033
2024-11-21,1.4436574580256516
2024-11-22,1.4066956921270468
2024-11-25,1.3962983885930973
2024-11-26,1.3964873201821004
2024-11-27,1.423121952534786
2024-11-28,1.410067395377984
2024-11-29,1.4192094708776866
2024-12-02,1.4311978393672562
2024-12-03,1.4432385776874264
2024-12-04,1.4456235896019598
2024-12-05,1.4393308805562133
2024-12-06,1.4498706353886333
2024-12-09,1.4513829518796084
2024-12-10,1.4551173686990455
2024-12-11,1.4596765756352912
2024-12-12,1.4728223461900336
2024-12-13,1.4471364178228674
2024-12-16,1.4520278092875978
2024-12-17,1.4578984950335332
2024-12-18,1.463896486082961
2024-12-19,1.4645094085480406
2024-12-20,1.453422705709701
2024-12-23,1.4681895481710578
2024-12-24,1.4885349827418808
2024-12-25,1.4955251553215099
2024-12-26,1.4932201279042476
2024-12-27,1.4902449650707814
2024-12-30,1.5008236317795844
2024-12-31,1.4691245145825895
