date,ticker
2019-01-31,601998.SH
2019-01-31,603156.SH
2019-01-31,603160.SH
2019-01-31,603259.SH
2019-01-31,603260.SH
2019-01-31,603288.SH
2019-01-31,603799.SH
2019-01-31,603833.SH
2019-01-31,603858.SH
2019-01-31,603986.SH
2019-01-31,603993.SH
2019-02-28,000001.SZ
2019-02-28,000002.SZ
2019-02-28,000063.SZ
2019-02-28,000069.SZ
2019-02-28,000100.SZ
2019-02-28,000157.SZ
2019-02-28,000166.SZ
2019-02-28,000333.SZ
2019-02-28,000338.SZ
2019-02-28,000402.SZ
2019-02-28,000408.SZ
2019-02-28,000413.SZ
2019-02-28,000415.SZ
2019-02-28,000423.SZ
2019-02-28,000425.SZ
2019-02-28,000503.SZ
2019-02-28,000538.SZ
2019-02-28,000553.SZ
2019-02-28,000568.SZ
2019-02-28,000625.SZ
2019-02-28,000627.SZ
2019-02-28,000630.SZ
2019-02-28,000651.SZ
2019-02-28,000661.SZ
2019-02-28,000671.SZ
2019-02-28,000703.SZ
2019-02-28,000709.SZ
2019-02-28,000725.SZ
2019-02-28,000728.SZ
2019-02-28,000768.SZ
2019-02-28,000776.SZ
2019-02-28,000783.SZ
2019-02-28,000786.SZ
2019-02-28,000792.SZ
2019-02-28,000826.SZ
2019-02-28,000839.SZ
2019-02-28,000858.SZ
2019-02-28,000876.SZ
2019-02-28,000895.SZ
2019-02-28,000898.SZ
2019-02-28,000938.SZ
2019-02-28,000959.SZ
2019-02-28,000961.SZ
2019-02-28,000963.SZ
2019-02-28,000983.SZ
2019-02-28,001965.SZ
2019-02-28,001979.SZ
2019-02-28,002001.SZ
2019-02-28,002007.SZ
2019-02-28,002008.SZ
2019-02-28,002024.SZ
2019-02-28,002027.SZ
2019-02-28,002032.SZ
2019-02-28,002044.SZ
2019-02-28,002050.SZ
2019-02-28,002065.SZ
2019-02-28,002081.SZ
2019-02-28,002085.SZ
2019-02-28,002120.SZ
2019-02-28,002142.SZ
2019-02-28,002146.SZ
2019-02-28,002153.SZ
2019-02-28,002179.SZ
2019-02-28,002202.SZ
2019-02-28,002230.SZ
2019-02-28,002236.SZ
2019-02-28,002241.SZ
2019-02-28,002252.SZ
2019-02-28,002271.SZ
2019-02-28,002294.SZ
2019-02-28,002304.SZ
2019-02-28,002310.SZ
2019-02-28,002311.SZ
2019-02-28,002352.SZ
2019-02-28,002411.SZ
2019-02-28,002415.SZ
2019-02-28,002422.SZ
2019-02-28,002450.SZ
2019-02-28,002456.SZ
2019-02-28,002460.SZ
2019-02-28,002466.SZ
2019-02-28,002468.SZ
2019-02-28,002475.SZ
2019-02-28,002493.SZ
2019-02-28,002508.SZ
2019-02-28,002555.SZ
2019-02-28,002558.SZ
2019-02-28,002572.SZ
2019-02-28,002594.SZ
2019-02-28,002601.SZ
2019-02-28,002602.SZ
2019-02-28,002624.SZ
2019-02-28,002625.SZ
2019-02-28,002673.SZ
2019-02-28,002714.SZ
2019-02-28,002736.SZ
2019-02-28,002773.SZ
2019-02-28,002797.SZ
2019-02-28,002925.SZ
2019-02-28,300003.SZ
2019-02-28,300015.SZ
2019-02-28,300017.SZ
2019-02-28,300024.SZ
2019-02-28,300033.SZ
2019-02-28,300059.SZ
2019-02-28,300070.SZ
2019-02-28,300072.SZ
2019-02-28,300122.SZ
2019-02-28,300124.SZ
2019-02-28,300136.SZ
2019-02-28,300142.SZ
2019-02-28,300144.SZ
2019-02-28,300251.SZ
2019-02-28,300296.SZ
2019-02-28,300408.SZ
2019-02-28,300433.SZ
2019-02-28,600000.SH
2019-02-28,600004.SH
2019-02-28,600009.SH
2019-02-28,600010.SH
2019-02-28,600011.SH
2019-02-28,600015.SH
2019-02-28,600016.SH
2019-02-28,600018.SH
2019-02-28,600019.SH
2019-02-28,600023.SH
2019-02-28,600025.SH
2019-02-28,600027.SH
2019-02-28,600028.SH
2019-02-28,600029.SH
2019-02-28,600030.SH
2019-02-28,600031.SH
2019-02-28,600036.SH
2019-02-28,600038.SH
2019-02-28,600048.SH
2019-02-28,600050.SH
2019-02-28,600061.SH
2019-02-28,600066.SH
2019-02-28,600068.SH
2019-02-28,600085.SH
2019-02-28,600089.SH
2019-02-28,600100.SH
2019-02-28,600104.SH
2019-02-28,600109.SH
2019-02-28,600111.SH
2019-02-28,600115.SH
2019-02-28,600118.SH
2019-02-28,600153.SH
2019-02-28,600157.SH
2019-02-28,600170.SH
2019-02-28,600176.SH
2019-02-28,600177.SH
2019-02-28,600188.SH
2019-02-28,600196.SH
2019-02-28,600208.SH
2019-02-28,600219.SH
2019-02-28,600221.SH
2019-02-28,600233.SH
2019-02-28,600271.SH
2019-02-28,600276.SH
2019-02-28,600297.SH
2019-02-28,600309.SH
2019-02-28,600332.SH
2019-02-28,600339.SH
2019-02-28,600340.SH
2019-02-28,600346.SH
2019-02-28,600352.SH
2019-02-28,600362.SH
2019-02-28,600369.SH
2019-02-28,600372.SH
2019-02-28,600383.SH
2019-02-28,600390.SH
2019-02-28,600398.SH
2019-02-28,600406.SH
2019-02-28,600415.SH
2019-02-28,600436.SH
2019-02-28,600438.SH
2019-02-28,600482.SH
2019-02-28,600487.SH
2019-02-28,600489.SH
2019-02-28,600498.SH
2019-02-28,600516.SH
2019-02-28,600518.SH
2019-02-28,600519.SH
2019-02-28,600522.SH
2019-02-28,600535.SH
2019-02-28,600547.SH
2019-02-28,600549.SH
2019-02-28,600566.SH
2019-02-28,600570.SH
2019-02-28,600583.SH
2019-02-28,600585.SH
2019-02-28,600588.SH
2019-02-28,600606.SH
2019-02-28,600637.SH
2019-02-28,600660.SH
2019-02-28,600674.SH
2019-02-28,600688.SH
2019-02-28,600690.SH
2019-02-28,600703.SH
2019-02-28,600704.SH
2019-02-28,600705.SH
2019-02-28,600739.SH
2019-02-28,600741.SH
2019-02-28,600760.SH
2019-02-28,600795.SH
2019-02-28,600809.SH
2019-02-28,600816.SH
2019-02-28,600837.SH
2019-02-28,600867.SH
2019-02-28,600886.SH
2019-02-28,600887.SH
2019-02-28,600893.SH
2019-02-28,600900.SH
2019-02-28,600909.SH
2019-02-28,600919.SH
2019-02-28,600926.SH
2019-02-28,600958.SH
2019-02-28,600977.SH
2019-02-28,600998.SH
2019-02-28,600999.SH
2019-02-28,601006.SH
2019-02-28,601009.SH
2019-02-28,601012.SH
2019-02-28,601018.SH
2019-02-28,601021.SH
2019-02-28,601066.SH
2019-02-28,601088.SH
2019-02-28,601108.SH
2019-02-28,601111.SH
2019-02-28,601117.SH
2019-02-28,601138.SH
2019-02-28,601155.SH
2019-02-28,601166.SH
2019-02-28,601169.SH
2019-02-28,601186.SH
2019-02-28,601198.SH
2019-02-28,601211.SH
2019-02-28,601212.SH
2019-02-28,601216.SH
2019-02-28,601225.SH
2019-02-28,601228.SH
2019-02-28,601229.SH
2019-02-28,601238.SH
2019-02-28,601288.SH
2019-02-28,601318.SH
2019-02-28,601328.SH
2019-02-28,601333.SH
2019-02-28,601336.SH
2019-02-28,601360.SH
2019-02-28,601377.SH
2019-02-28,601390.SH
2019-02-28,601398.SH
2019-02-28,601555.SH
2019-02-28,601600.SH
2019-02-28,601601.SH
2019-02-28,601607.SH
2019-02-28,601611.SH
2019-02-28,601618.SH
2019-02-28,601628.SH
2019-02-28,601633.SH
2019-02-28,601668.SH
2019-02-28,601669.SH
2019-02-28,601688.SH
2019-02-28,601727.SH
2019-02-28,601766.SH
2019-02-28,601788.SH
2019-02-28,601800.SH
2019-02-28,601808.SH
2019-02-28,601818.SH
2019-02-28,601828.SH
2019-02-28,601838.SH
2019-02-28,601857.SH
2019-02-28,601877.SH
2019-02-28,601878.SH
2019-02-28,601881.SH
2019-02-28,601888.SH
2019-02-28,601898.SH
2019-02-28,601899.SH
2019-02-28,601901.SH
2019-02-28,601919.SH
2019-02-28,601933.SH
2019-02-28,601939.SH
2019-02-28,601985.SH
2019-02-28,601988.SH
2019-02-28,601989.SH
2019-02-28,601991.SH
2019-02-28,601992.SH
2019-02-28,601997.SH
2019-02-28,601998.SH
2019-02-28,603156.SH
2019-02-28,603160.SH
2019-02-28,603259.SH
2019-02-28,603260.SH
2019-02-28,603288.SH
2019-02-28,603799.SH
2019-02-28,603833.SH
2019-02-28,603858.SH
2019-02-28,603986.SH
2019-02-28,603993.SH
2019-03-29,000001.SZ
2019-03-29,000002.SZ
2019-03-29,000063.SZ
2019-03-29,000069.SZ
2019-03-29,000100.SZ
2019-03-29,000157.SZ
2019-03-29,000166.SZ
2019-03-29,000333.SZ
2019-03-29,000338.SZ
2019-03-29,000402.SZ
2019-03-29,000408.SZ
2019-03-29,000413.SZ
2019-03-29,000415.SZ
2019-03-29,000423.SZ
2019-03-29,000425.SZ
2019-03-29,000503.SZ
2019-03-29,000538.SZ
2019-03-29,000553.SZ
2019-03-29,000568.SZ
2019-03-29,000625.SZ
2019-03-29,000627.SZ
2019-03-29,000630.SZ
2019-03-29,000651.SZ
2019-03-29,000661.SZ
2019-03-29,000671.SZ
2019-03-29,000703.SZ
2019-03-29,000709.SZ
2019-03-29,000725.SZ
2019-03-29,000728.SZ
2019-03-29,000768.SZ
2019-03-29,000776.SZ
2019-03-29,000783.SZ
2019-03-29,000786.SZ
2019-03-29,000792.SZ
2019-03-29,000826.SZ
2019-03-29,000839.SZ
2019-03-29,000858.SZ
2019-03-29,000876.SZ
2019-03-29,000895.SZ
2019-03-29,000898.SZ
2019-03-29,000938.SZ
2019-03-29,000959.SZ
2019-03-29,000961.SZ
2019-03-29,000963.SZ
2019-03-29,000983.SZ
2019-03-29,001965.SZ
2019-03-29,001979.SZ
2019-03-29,002001.SZ
2019-03-29,002007.SZ
2019-03-29,002008.SZ
2019-03-29,002024.SZ
2019-03-29,002027.SZ
2019-03-29,002032.SZ
2019-03-29,002044.SZ
2019-03-29,002050.SZ
2019-03-29,002065.SZ
2019-03-29,002081.SZ
2019-03-29,002085.SZ
2019-03-29,002120.SZ
2019-03-29,002142.SZ
2019-03-29,002146.SZ
2019-03-29,002153.SZ
2019-03-29,002179.SZ
2019-03-29,002202.SZ
2019-03-29,002230.SZ
2019-03-29,002236.SZ
2019-03-29,002241.SZ
2019-03-29,002252.SZ
2019-03-29,002271.SZ
2019-03-29,002294.SZ
2019-03-29,002304.SZ
2019-03-29,002310.SZ
2019-03-29,002311.SZ
2019-03-29,002352.SZ
2019-03-29,002411.SZ
2019-03-29,002415.SZ
2019-03-29,002422.SZ
2019-03-29,002450.SZ
2019-03-29,002456.SZ
2019-03-29,002460.SZ
2019-03-29,002466.SZ
2019-03-29,002468.SZ
2019-03-29,002475.SZ
2019-03-29,002493.SZ
2019-03-29,002508.SZ
2019-03-29,002555.SZ
2019-03-29,002558.SZ
2019-03-29,002572.SZ
2019-03-29,002594.SZ
2019-03-29,002601.SZ
2019-03-29,002602.SZ
2019-03-29,002624.SZ
2019-03-29,002625.SZ
2019-03-29,002673.SZ
2019-03-29,002714.SZ
2019-03-29,002736.SZ
2019-03-29,002773.SZ
2019-03-29,002797.SZ
2019-03-29,002925.SZ
2019-03-29,300003.SZ
2019-03-29,300015.SZ
2019-03-29,300017.SZ
2019-03-29,300024.SZ
2019-03-29,300033.SZ
2019-03-29,300059.SZ
2019-03-29,300070.SZ
2019-03-29,300072.SZ
2019-03-29,300122.SZ
2019-03-29,300124.SZ
2019-03-29,300136.SZ
2019-03-29,300142.SZ
2019-03-29,300144.SZ
2019-03-29,300251.SZ
2019-03-29,300296.SZ
2019-03-29,300408.SZ
2019-03-29,300433.SZ
2019-03-29,600000.SH
2019-03-29,600004.SH
2019-03-29,600009.SH
2019-03-29,600010.SH
2019-03-29,600011.SH
2019-03-29,600015.SH
2019-03-29,600016.SH
2019-03-29,600018.SH
2019-03-29,600019.SH
2019-03-29,600023.SH
2019-03-29,600025.SH
2019-03-29,600027.SH
2019-03-29,600028.SH
2019-03-29,600029.SH
2019-03-29,600030.SH
2019-03-29,600031.SH
2019-03-29,600036.SH
2019-03-29,600038.SH
2019-03-29,600048.SH
2019-03-29,600050.SH
2019-03-29,600061.SH
2019-03-29,600066.SH
2019-03-29,600068.SH
2019-03-29,600085.SH
2019-03-29,600089.SH
2019-03-29,600100.SH
2019-03-29,600104.SH
2019-03-29,600109.SH
2019-03-29,600111.SH
2019-03-29,600115.SH
2019-03-29,600118.SH
2019-03-29,600153.SH
2019-03-29,600157.SH
2019-03-29,600170.SH
2019-03-29,600176.SH
2019-03-29,600177.SH
2019-03-29,600188.SH
2019-03-29,600196.SH
2019-03-29,600208.SH
2019-03-29,600219.SH
2019-03-29,600221.SH
2019-03-29,600233.SH
2019-03-29,600271.SH
2019-03-29,600276.SH
2019-03-29,600297.SH
2019-03-29,600309.SH
2019-03-29,600332.SH
2019-03-29,600339.SH
2019-03-29,600340.SH
2019-03-29,600346.SH
2019-03-29,600352.SH
2019-03-29,600362.SH
2019-03-29,600369.SH
2019-03-29,600372.SH
2019-03-29,600383.SH
2019-03-29,600390.SH
2019-03-29,600398.SH
2019-03-29,600406.SH
2019-03-29,600415.SH
2019-03-29,600436.SH
2019-03-29,600438.SH
2019-03-29,600482.SH
2019-03-29,600487.SH
2019-03-29,600489.SH
2019-03-29,600498.SH
2019-03-29,600516.SH
2019-03-29,600518.SH
2019-03-29,600519.SH
2019-03-29,600522.SH
2019-03-29,600535.SH
2019-03-29,600547.SH
2019-03-29,600549.SH
2019-03-29,600566.SH
2019-03-29,600570.SH
2019-03-29,600583.SH
2019-03-29,600585.SH
2019-03-29,600588.SH
2019-03-29,600606.SH
2019-03-29,600637.SH
2019-03-29,600660.SH
2019-03-29,600674.SH
2019-03-29,600688.SH
2019-03-29,600690.SH
2019-03-29,600703.SH
2019-03-29,600704.SH
2019-03-29,600705.SH
2019-03-29,600739.SH
2019-03-29,600741.SH
2019-03-29,600760.SH
2019-03-29,600795.SH
2019-03-29,600809.SH
2019-03-29,600816.SH
2019-03-29,600837.SH
2019-03-29,600867.SH
2019-03-29,600886.SH
2019-03-29,600887.SH
2019-03-29,600893.SH
2019-03-29,600900.SH
2019-03-29,600909.SH
2019-03-29,600919.SH
2019-03-29,600926.SH
2019-03-29,600958.SH
2019-03-29,600977.SH
2019-03-29,600998.SH
2019-03-29,600999.SH
2019-03-29,601006.SH
2019-03-29,601009.SH
2019-03-29,601012.SH
2019-03-29,601018.SH
2019-03-29,601021.SH
2019-03-29,601066.SH
2019-03-29,601088.SH
2019-03-29,601108.SH
2019-03-29,601111.SH
2019-03-29,601117.SH
2019-03-29,601138.SH
2019-03-29,601155.SH
2019-03-29,601166.SH
2019-03-29,601169.SH
2019-03-29,601186.SH
2019-03-29,601198.SH
2019-03-29,601211.SH
2019-03-29,601212.SH
2019-03-29,601216.SH
2019-03-29,601225.SH
2019-03-29,601228.SH
2019-03-29,601229.SH
2019-03-29,601238.SH
2019-03-29,601288.SH
2019-03-29,601318.SH
2019-03-29,601328.SH
2019-03-29,601333.SH
2019-03-29,601336.SH
2019-03-29,601360.SH
2019-03-29,601377.SH
2019-03-29,601390.SH
2019-03-29,601398.SH
2019-03-29,601555.SH
2019-03-29,601600.SH
2019-03-29,601601.SH
2019-03-29,601607.SH
2019-03-29,601611.SH
2019-03-29,601618.SH
2019-03-29,601628.SH
2019-03-29,601633.SH
2019-03-29,601668.SH
2019-03-29,601669.SH
2019-03-29,601688.SH
2019-03-29,601727.SH
2019-03-29,601766.SH
2019-03-29,601788.SH
2019-03-29,601800.SH
2019-03-29,601808.SH
2019-03-29,601818.SH
2019-03-29,601828.SH
2019-03-29,601838.SH
2019-03-29,601857.SH
2019-03-29,601877.SH
2019-03-29,601878.SH
2019-03-29,601881.SH
2019-03-29,601888.SH
2019-03-29,601898.SH
2019-03-29,601899.SH
2019-03-29,601901.SH
2019-03-29,601919.SH
2019-03-29,601933.SH
2019-03-29,601939.SH
2019-03-29,601985.SH
2019-03-29,601988.SH
2019-03-29,601989.SH
2019-03-29,601991.SH
2019-03-29,601992.SH
2019-03-29,601997.SH
2019-03-29,601998.SH
2019-03-29,603156.SH
2019-03-29,603160.SH
2019-03-29,603259.SH
2019-03-29,603260.SH
2019-03-29,603288.SH
2019-03-29,603799.SH
2019-03-29,603833.SH
2019-03-29,603858.SH
2019-03-29,603986.SH
2019-03-29,603993.SH
2019-04-30,000001.SZ
2019-04-30,000002.SZ
2019-04-30,000063.SZ
2019-04-30,000069.SZ
2019-04-30,000100.SZ
2019-04-30,000157.SZ
2019-04-30,000166.SZ
2019-04-30,000333.SZ
2019-04-30,000338.SZ
2019-04-30,000402.SZ
2019-04-30,000408.SZ
2019-04-30,000413.SZ
2019-04-30,000415.SZ
2019-04-30,000423.SZ
2019-04-30,000425.SZ
2019-04-30,000503.SZ
2019-04-30,000538.SZ
2019-04-30,000553.SZ
2019-04-30,000568.SZ
2019-04-30,000625.SZ
2019-04-30,000627.SZ
2019-04-30,000630.SZ
2019-04-30,000651.SZ
2019-04-30,000661.SZ
2019-04-30,000671.SZ
2019-04-30,000703.SZ
2019-04-30,000709.SZ
2019-04-30,000725.SZ
2019-04-30,000728.SZ
2019-04-30,000768.SZ
2019-04-30,000776.SZ
2019-04-30,000783.SZ
2019-04-30,000786.SZ
2019-04-30,000792.SZ
2019-04-30,000826.SZ
2019-04-30,000839.SZ
2019-04-30,000858.SZ
2019-04-30,000876.SZ
2019-04-30,000895.SZ
2019-04-30,000898.SZ
2019-04-30,000938.SZ
2019-04-30,000959.SZ
2019-04-30,000961.SZ
2019-04-30,000963.SZ
2019-04-30,000983.SZ
2019-04-30,001965.SZ
2019-04-30,001979.SZ
2019-04-30,002001.SZ
2019-04-30,002007.SZ
2019-04-30,002008.SZ
2019-04-30,002024.SZ
2019-04-30,002027.SZ
2019-04-30,002032.SZ
2019-04-30,002044.SZ
2019-04-30,002050.SZ
2019-04-30,002065.SZ
2019-04-30,002081.SZ
2019-04-30,002085.SZ
2019-04-30,002120.SZ
2019-04-30,002142.SZ
2019-04-30,002146.SZ
2019-04-30,002153.SZ
2019-04-30,002179.SZ
2019-04-30,002202.SZ
2019-04-30,002230.SZ
2019-04-30,002236.SZ
2019-04-30,002241.SZ
2019-04-30,002252.SZ
2019-04-30,002271.SZ
2019-04-30,002294.SZ
2019-04-30,002304.SZ
2019-04-30,002310.SZ
2019-04-30,002311.SZ
2019-04-30,002352.SZ
2019-04-30,002411.SZ
2019-04-30,002415.SZ
2019-04-30,002422.SZ
2019-04-30,002450.SZ
2019-04-30,002456.SZ
2019-04-30,002460.SZ
2019-04-30,002466.SZ
2019-04-30,002468.SZ
2019-04-30,002475.SZ
2019-04-30,002493.SZ
2019-04-30,002508.SZ
2019-04-30,002555.SZ
2019-04-30,002558.SZ
2019-04-30,002572.SZ
2019-04-30,002594.SZ
2019-04-30,002601.SZ
2019-04-30,002602.SZ
2019-04-30,002624.SZ
2019-04-30,002625.SZ
2019-04-30,002673.SZ
2019-04-30,002714.SZ
2019-04-30,002736.SZ
2019-04-30,002773.SZ
2019-04-30,002797.SZ
2019-04-30,002925.SZ
2019-04-30,300003.SZ
2019-04-30,300015.SZ
2019-04-30,300017.SZ
2019-04-30,300024.SZ
2019-04-30,300033.SZ
2019-04-30,300059.SZ
2019-04-30,300070.SZ
2019-04-30,300072.SZ
2019-04-30,300122.SZ
2019-04-30,300124.SZ
2019-04-30,300136.SZ
2019-04-30,300142.SZ
2019-04-30,300144.SZ
2019-04-30,300251.SZ
2019-04-30,300296.SZ
2019-04-30,300408.SZ
2019-04-30,300433.SZ
2019-04-30,600000.SH
2019-04-30,600004.SH
2019-04-30,600009.SH
2019-04-30,600010.SH
2019-04-30,600011.SH
2019-04-30,600015.SH
2019-04-30,600016.SH
2019-04-30,600018.SH
2019-04-30,600019.SH
2019-04-30,600023.SH
2019-04-30,600025.SH
2019-04-30,600027.SH
2019-04-30,600028.SH
2019-04-30,600029.SH
2019-04-30,600030.SH
2019-04-30,600031.SH
2019-04-30,600036.SH
2019-04-30,600038.SH
2019-04-30,600048.SH
2019-04-30,600050.SH
2019-04-30,600061.SH
2019-04-30,600066.SH
2019-04-30,600068.SH
2019-04-30,600085.SH
